,Dateformat,Time,Network,Home,Away,Viewers,Year,Postseason,Week,Home Rank,Away Rank,HomeConf,AwayConf,FBSConfGame,HomeOff,HomeDef,AwayOff,AwayDef,HomePred,AwayPred,OUPred,Line,OULine,HomeWins,HomeLosses,AwayWins,AwayLosses,HomeGames,AwayGames,RecDifferentials,TV_OTA,TV_ESPN,TV_Cable_ESPN2,TV_Cable_FS1,ViewersK,HomeBin,AwayBin,AddBin,MultBin,HasACC,HasBigTen,HasBig12,HasPac12,HasSEC,HasFCS,A5vA5,A5vG5,G5vG5,Top2,Top5,Top10,Top15,Top25,Real date,OnThursday,OnFriday,OnSaturday,Hour,EarlyAfternoon,LateAfternoon,PrimeTime,LatePrime,Window_A_Games,Window_B_Games,Window_C_Games,Games_In_Window,pred,pred_gbr,pred_etr,pred_model_diff,diff,diffpct
143,2021-10-22,22:30:00,ESPN2,Arizona,Washington,660000,2021,0,8,,,Pac-12,Pac-12,1,14.0,32.0,23.5,20.3333333333333,17.16666666666665,27.75,44.91666666666665,16.5,44.5,0,6,2,4,6,6,-8,0,0,1,0,660.0,15,16,31,240,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2021-10-22,0,1,0,22,0,0,0,1,0,0,0,0,737.3758669288334,612.5117338576667,862.24,-16.933580100909065,-77.37586692883337,10
144,2021-10-23,19:00:00,ESPN,Alabama,Tennessee,4679000,2021,0,8,4.0,,SEC,SEC,1,45.0,20.1428571428571,39.2857142857142,22.8571428571428,33.9285714285714,29.71428571428565,63.64285714285705,23.5,67.5,6,1,4,3,7,7,6,0,1,0,0,4679.0,50,31,81,1550,0,0,0,0,1,0,1,0,0,0,1,1,1,1,2021-10-23,0,0,1,19,0,0,1,0,4,0,0,4,3720.407134063149,3746.9742681262974,3693.84,0.7140921169596294,958.592865936851,25
145,2021-10-23,15:30:00,ABC,UCLA,Oregon,3845000,2021,0,8,,10.0,Pac-12,Pac-12,1,33.5714285714285,25.1428571428571,33.8333333333333,21.0,27.28571428571425,29.488095238095198,56.77380952380945,3.0,58.5,5,2,5,1,7,6,7,1,0,0,0,3845.0,19,21,40,399,0,0,0,1,0,0,1,0,0,0,0,1,1,1,2021-10-23,0,0,1,15,0,1,0,0,5,0,0,5,2453.81804861634,2375.47609723268,2532.16,-3.192655275636084,1391.18195138366,56
146,2021-10-23,12:00:00,ABC,Penn State,Illinois,3765000,2021,0,8,7.0,,Big Ten,Big Ten,1,28.3333333333333,13.8333333333333,17.7142857142857,24.5714285714285,26.4523809523809,15.7738095238095,42.226190476190396,23.5,44.5,5,1,2,5,6,7,1,1,0,0,0,3765.0,29,12,41,348,0,1,0,0,0,0,1,0,0,0,0,1,1,1,2021-10-23,0,0,1,12,1,0,0,0,4,0,0,4,2702.8496752350416,2469.9793504700833,2935.72,-8.615733494120708,1062.1503247649584,39
147,2021-10-23,19:30:00,ABC,Indiana,Ohio State,3347000,2021,0,8,,5.0,Big Ten,Big Ten,1,22.3333333333333,26.8333333333333,48.5,20.5,21.41666666666665,37.66666666666665,59.0833333333333,,,2,4,5,1,6,6,2,1,0,0,0,3347.0,26,50,76,1300,0,1,0,0,0,0,1,0,0,0,1,1,1,1,2021-10-23,0,0,1,19,0,0,1,0,4,0,0,4,4450.6237455472765,4599.4875310945545,4301.759959999999,3.3447847775541923,-1103.6237455472765,24
148,2021-10-23,12:00:00,FOX,Michigan,Northwestern,3235000,2021,0,8,6.0,,Big Ten,Big Ten,1,38.5,15.5,21.8333333333333,23.8333333333333,31.16666666666665,18.66666666666665,49.8333333333333,21.5,49.5,6,0,3,3,6,6,6,1,0,0,0,3235.0,44,22,66,968,0,1,0,0,0,0,1,0,0,0,0,1,1,1,2021-10-23,0,0,1,12,1,0,0,0,4,0,0,4,3733.45114582652,4062.3823316530406,3404.5199599999996,8.810378734812693,-498.45114582652013,13
149,2021-10-23,15:30:00,CBS,Mississippi,LSU,3109000,2021,0,8,,,SEC,SEC,1,43.6666666666666,30.1666666666666,32.4285714285714,28.4285714285714,36.047619047619,31.297619047619,67.345238095238,10.5,75.5,5,1,4,3,6,7,5,1,0,0,0,3109.0,28,42,70,1176,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2021-10-23,0,0,1,15,0,1,0,0,5,0,0,5,4081.713717002575,3592.7074340051495,4570.72,-11.98041599440074,-972.7137170025749,23
150,2021-10-23,19:30:00,NBC,Notre Dame,USC,2868000,2021,0,8,13.0,,Independent,Pac-12,0,31.0,24.3333333333333,32.1666666666666,27.3333333333333,29.16666666666665,28.24999999999995,57.4166666666666,6.5,58.5,5,1,3,3,6,6,4,1,0,0,0,2868.0,32,22,54,704,0,0,0,1,0,0,0,1,0,0,0,0,1,1,2021-10-23,0,0,1,19,0,0,1,0,4,0,0,4,3501.5801256734176,2862.7202913468354,4140.43996,-18.24490119881857,-633.5801256734176,18
151,2021-10-23,15:30:00,FOX,Iowa State,Oklahoma State,2659000,2021,0,8,,8.0,Big 12,Big 12,1,33.6666666666666,16.3333333333333,26.5,19.5,26.5833333333333,21.41666666666665,47.99999999999995,6.5,45.0,4,2,6,0,6,6,8,1,0,0,0,2659.0,12,20,32,240,0,0,1,0,0,0,1,0,0,0,0,1,1,1,2021-10-23,0,0,1,15,0,1,0,0,5,0,0,5,2118.0984609448037,1961.916921889607,2274.28,-7.373667557717307,540.9015390551963,25
152,2021-10-23,12:00:00,ESPN,Kansas,Oklahoma,2645000,2021,0,8,,3.0,Big 12,Big 12,1,16.6666666666666,43.3333333333333,42.7142857142857,24.8571428571428,20.761904761904702,43.023809523809504,63.78571428571421,37.0,69.5,1,5,7,0,6,7,3,0,1,0,0,2645.0,10,28,38,280,0,0,1,0,0,0,1,0,0,0,1,1,1,1,2021-10-23,0,0,1,12,1,0,0,0,4,0,0,4,1543.794246910455,1281.5884938209103,1806.0,-16.984501245181384,1101.205753089545,71
153,2021-10-23,15:30:00,ESPN,Pittsburgh,Clemson,2162000,2021,0,8,,,ACC,ACC,1,48.3333333333333,20.0,20.5,12.5,30.41666666666665,20.25,50.66666666666665,1.0,47.5,5,1,4,2,6,6,6,0,1,0,0,2162.0,20,31,51,620,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2021-10-23,0,0,1,15,0,1,0,0,5,0,0,5,1935.0249424505782,2071.3698849011566,1798.68,7.0461594297542565,226.97505754942176,11
154,2021-10-23,12:00:00,ESPN2,Navy,Cincinnati,769000,2021,0,8,,2.0,AAC,AAC,1,17.5,32.6666666666666,43.5,13.6666666666666,15.5833333333333,38.0833333333333,53.6666666666666,26.5,52.5,1,5,6,0,6,6,2,0,0,1,0,769.0,27,15,42,405,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2021-10-23,0,0,1,12,1,0,0,0,4,0,0,4,914.7343210681761,955.7086821363521,873.75996,4.479372876304506,-145.7343210681761,15
155,2021-10-23,19:30:00,ESPN2,Miami (Florida),North Carolina State,675000,2021,0,8,,18.0,ACC,ACC,1,32.3333333333333,30.0,32.3333333333333,14.3333333333333,23.3333333333333,31.16666666666665,54.49999999999995,,,2,4,5,1,6,6,2,0,0,1,0,675.0,20,19,39,380,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2021-10-23,0,0,1,19,0,0,1,0,4,0,0,4,731.669588917299,683.9791778345981,779.36,-6.518025595852861,-56.66958891729905,7
156,2021-10-23,15:30:00,ESPN2,Minnesota,Maryland,533000,2021,0,8,,,Big Ten,Big Ten,1,25.3333333333333,20.1666666666666,30.0,29.0,27.16666666666665,25.0833333333333,52.24999999999995,6.0,53.5,4,2,4,2,6,6,4,0,0,1,0,533.0,20,20,40,400,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2021-10-23,0,0,1,15,0,1,0,0,5,0,0,5,593.7080670140929,622.9361340281857,564.48,4.922969492580445,-60.708067014092876,10
157,2021-10-23,15:30:00,FS1,Washington State,BYU,466000,2021,0,8,,,Pac-12,Independent,0,25.7142857142857,25.7142857142857,26.7142857142857,23.0,24.35714285714285,26.2142857142857,50.571428571428555,,,4,3,5,2,7,7,4,0,0,0,1,466.0,15,14,29,210,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2021-10-23,0,0,1,15,0,1,0,0,5,0,0,5,314.50468937903815,172.80937875807635,456.2,-45.05348104688892,151.49531062096185,48
158,2021-10-23,12:00:00,FS1,Texas Tech,Kansas State,359000,2021,0,8,,,Big 12,Big 12,1,35.7142857142857,31.4285714285714,27.3333333333333,24.6666666666666,30.19047619047615,29.38095238095235,59.5714285714285,2.5,61.5,5,2,3,3,7,6,3,0,0,0,1,359.0,14,11,25,154,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2021-10-23,0,0,1,12,1,0,0,0,4,0,0,4,417.3367527914278,394.7535055828556,439.92,-5.411276878329147,-58.336752791427784,13
159,2021-10-23,19:00:00,FS1,Fresno State,Nevada,233000,2021,0,8,,,Mt. West,Mt. West,1,35.8571428571428,19.2857142857142,36.3333333333333,23.5,29.6785714285714,27.80952380952375,57.48809523809515,1.0,62.5,5,2,5,1,7,6,7,0,0,0,1,233.0,10,10,20,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021-10-23,0,0,1,19,0,0,1,0,4,0,0,4,136.59776427034694,109.9955285406939,163.2,-19.47486905935249,96.40223572965306,70
160,2021-10-28,19:30:00,ESPN,East Carolina,South Florida,395000,2021,0,9,,,AAC,AAC,1,28.7142857142857,28.4285714285714,23.8571428571428,32.2857142857142,30.49999999999995,26.1428571428571,56.64285714285705,7.5,58.5,3,4,2,5,7,7,-4,0,1,0,0,395.0,10,13,23,130,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021-10-28,1,0,0,19,0,0,1,0,1,0,0,1,680.1755998333724,740.951199666745,619.4,8.935280808112072,-285.1755998333724,41
161,2021-10-28,19:30:00,ESPN2,Coastal Carolina,Troy,290000,2021,0,9,24.0,,Sun Belt,Sun Belt,1,45.7142857142857,17.1428571428571,25.2857142857142,19.5714285714285,32.642857142857096,21.21428571428565,53.85714285714275,17.5,52.5,6,1,4,3,7,7,6,0,0,1,0,290.0,10,10,20,100,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2021-10-28,1,0,0,19,0,0,1,0,1,0,0,1,539.1123867056201,527.7047734112404,550.52,-2.1159991081059855,-249.1123867056201,46
162,2021-10-29,19:30:00,ESPN2,Tulsa,Navy,684000,2021,0,9,,,AAC,AAC,1,25.4285714285714,32.4285714285714,17.8571428571428,31.8571428571428,28.6428571428571,25.142857142857103,53.78571428571421,9.5,48.5,3,4,1,6,7,7,-6,0,0,1,0,684.0,10,27,37,270,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021-10-29,0,1,0,19,0,0,1,0,0,0,0,0,737.1095906607584,786.5791813215168,687.64,6.711293854745935,-53.109590660758386,7
163,2021-10-30,12:00:00,FOX,Michigan State,Michigan,9289000,2021,0,9,8.0,6.0,Big Ten,Big Ten,1,34.2857142857142,18.7142857142857,37.7142857142857,14.2857142857142,24.2857142857142,28.2142857142857,52.4999999999999,,,7,0,7,0,7,7,14,1,0,0,0,9289.0,34,44,78,1496,0,1,0,0,0,0,1,0,0,0,0,2,2,2,2021-10-30,0,0,1,12,1,0,0,0,3,0,0,3,7443.311767936006,7872.5435358720115,7014.08,5.766677271064109,1845.6882320639943,24
164,2021-10-30,19:30:00,ABC,Ohio State,Penn State,7051000,2021,0,9,5.0,20.0,Big Ten,Big Ten,1,49.2857142857142,18.5714285714285,26.8571428571428,14.7142857142857,31.99999999999995,22.71428571428565,54.7142857142856,12.5,58.5,6,1,5,2,7,7,8,1,0,0,0,7051.0,50,29,79,1450,0,1,0,0,0,0,1,0,0,0,1,1,1,2,2021-10-30,0,0,1,19,0,0,1,0,4,0,0,4,5890.130750613764,5753.141701227529,6027.1197999999995,-2.325738683677961,1160.8692493862363,19
165,2021-10-30,15:30:00,CBS,Florida,Georgia,6120000,2021,0,9,,1.0,SEC,SEC,1,34.4285714285714,21.1428571428571,38.4285714285714,6.57142857142857,20.499999999999986,29.78571428571425,50.285714285714235,13.0,49.5,4,3,7,0,7,7,8,1,0,0,0,6120.0,37,40,77,1480,0,0,0,0,1,0,1,0,0,1,1,1,1,1,2021-10-30,0,0,1,15,0,1,0,0,5,0,0,5,4960.887478247692,4691.254956495385,5230.52,-5.435167052963444,1159.1125217523077,23
166,2021-10-30,15:30:00,FOX,Oregon,Colorado,2673000,2021,0,9,7.0,,Pac-12,Pac-12,1,33.8571428571428,22.4285714285714,15.1428571428571,20.7142857142857,27.28571428571425,18.78571428571425,46.0714285714285,26.5,47.5,6,1,2,5,7,7,2,1,0,0,0,2673.0,21,16,37,336,0,0,0,1,0,0,1,0,0,0,0,1,1,1,2021-10-30,0,0,1,15,0,1,0,0,5,0,0,5,2387.8703157549076,2342.3406715098154,2433.3999599999997,-1.9067050645377417,285.12968424509245,11
167,2021-10-30,19:00:00,ESPN,Auburn,Mississippi,2525000,2021,0,9,18.0,,SEC,SEC,1,35.4285714285714,19.7142857142857,41.8571428571428,28.2857142857142,31.8571428571428,30.78571428571425,62.64285714285705,0.0,65.5,5,2,6,1,7,7,8,0,1,0,0,2525.0,40,28,68,1120,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2021-10-30,0,0,1,19,0,0,1,0,4,0,0,4,2370.2915773161244,2425.7431546322487,2314.84,2.339441182966694,154.7084226838756,6
168,2021-10-30,12:00:00,ABC,Baylor,Texas,2395000,2021,0,9,16.0,,Big 12,Big 12,1,38.2857142857142,18.7142857142857,41.5714285714285,29.5714285714285,33.928571428571345,30.1428571428571,64.07142857142844,3.0,64.0,6,1,4,3,7,7,6,1,0,0,0,2395.0,19,25,44,475,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2021-10-30,0,0,1,12,1,0,0,0,3,0,0,3,2959.950825237075,2878.6617704741507,3041.23988,-2.746297474601252,-564.9508252370752,19
169,2021-10-30,15:30:00,ABC,Oklahoma,Texas Tech,2370000,2021,0,9,4.0,,Big 12,Big 12,1,41.75,24.625,34.25,30.625,36.1875,29.4375,65.625,20.0,69.0,8,0,5,3,8,8,10,1,0,0,0,2370.0,28,14,42,392,0,0,1,0,0,0,1,0,0,0,1,1,1,1,2021-10-30,0,0,1,15,0,1,0,0,5,0,0,5,2978.411687577861,2866.1034151557224,3090.71996,-3.7707437454179287,-608.4116875778609,20
170,2021-10-30,19:30:00,NBC,Notre Dame,North Carolina,2346000,2021,0,9,11.0,,Independent,ACC,0,31.0,23.1428571428571,36.8571428571428,28.8571428571428,29.928571428571402,29.99999999999995,59.92857142857135,6.0,64.5,6,1,4,3,7,7,6,1,0,0,0,2346.0,32,20,52,640,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2021-10-30,0,0,1,19,0,0,1,0,4,0,0,4,3282.0650068412915,2903.3300536825836,3660.79996,-11.539532348361629,-936.0650068412915,28
171,2021-10-30,15:30:00,ESPN,Clemson,Florida State,1883000,2021,0,9,,,ACC,ACC,1,20.0,14.5714285714285,31.2857142857142,26.4285714285714,23.2142857142857,22.92857142857135,46.14285714285705,10.5,44.5,4,3,3,4,7,7,0,0,1,0,0,1883.0,31,32,63,992,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2021-10-30,0,0,1,15,0,1,0,0,5,0,0,5,2393.200942778387,2225.5618855567736,2560.84,-7.0048049131634,-510.2009427783869,21
172,2021-10-30,12:00:00,ESPN,Wisconsin,Iowa,1828000,2021,0,9,,9.0,Big Ten,Big Ten,1,21.1428571428571,18.4285714285714,28.0,14.5714285714285,17.8571428571428,23.2142857142857,41.0714285714285,2.5,35.5,4,3,6,1,7,7,6,0,1,0,0,1828.0,32,21,53,672,0,1,0,0,0,0,1,0,0,0,0,1,1,1,2021-10-30,0,0,1,12,1,0,0,0,3,0,0,3,2784.394976998052,2564.3899539961035,3004.4,-7.901358277809529,-956.3949769980518,34
173,2021-10-30,15:30:00,ESPN2,Nebraska,Purdue,1295000,2021,0,9,,,Big Ten,Big Ten,1,30.75,19.375,22.1428571428571,16.2857142857142,23.5178571428571,20.758928571428548,44.27678571428565,5.5,48.5,3,5,4,3,8,7,-1,0,0,1,0,1295.0,28,18,46,504,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2021-10-30,0,0,1,15,0,1,0,0,5,0,0,5,707.2703519520228,713.1807039040455,701.36,0.8356566814529287,587.7296480479772,83
174,2021-10-30,22:00:00,ESPN,Utah,UCLA,829000,2021,0,9,,,Pac-12,Pac-12,1,31.8571428571428,25.4285714285714,33.25,26.25,29.053571428571402,29.3392857142857,58.3928571428571,3.0,61.0,4,3,5,3,7,8,3,0,1,0,0,829.0,19,19,38,361,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2021-10-30,0,0,1,22,0,0,0,1,2,0,0,2,1405.7009531777808,1380.6820263555617,1430.71988,-1.7798185855718802,-576.7009531777808,41
175,2021-10-30,22:45:00,ESPN2,BYU,Virginia,678000,2021,0,9,25.0,,Independent,ACC,0,26.0,22.5,37.625,26.375,26.1875,30.0625,56.25,1.5,64.0,6,2,6,2,8,8,8,0,0,1,0,678.0,14,20,34,280,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2021-10-30,0,0,1,22,0,0,0,1,2,0,0,2,749.9750845762483,794.3102091524967,705.63996,5.911546328408847,-71.97508457624826,9
176,2021-10-30,12:00:00,ESPN2,Tulane,Cincinnati,580000,2021,0,9,,2.0,AAC,AAC,1,31.8571428571428,42.2857142857142,41.1428571428571,14.5714285714285,23.21428571428565,41.71428571428565,64.9285714285713,25.5,65.0,1,6,7,0,7,7,2,0,0,1,0,580.0,10,15,25,150,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2021-10-30,0,0,1,12,1,0,0,0,3,0,0,3,587.0936758088154,538.9074716176309,635.2798799999999,-8.207583589586502,-7.093675808815419,1
177,2021-10-30,22:30:00,FS1,Stanford,Washington,402000,2021,0,9,,,Pac-12,Pac-12,1,26.5714285714285,28.0,23.1428571428571,19.7142857142857,23.1428571428571,25.571428571428548,48.71428571428565,2.0,47.5,3,4,3,4,7,7,-2,0,0,0,1,402.0,20,16,36,320,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2021-10-30,0,0,1,22,0,0,0,1,2,0,0,2,582.8936184977703,620.3472369955405,545.44,6.425463808352447,-180.89361849777026,31
178,2021-10-30,19:00:00,FS1,Oklahoma State,Kansas,344000,2021,0,9,15.0,,Big 12,Big 12,1,25.7142857142857,20.1428571428571,17.5714285714285,42.1428571428571,33.9285714285714,18.857142857142797,52.7857142857142,30.5,57.0,6,1,1,6,7,7,0,0,0,0,1,344.0,20,10,30,200,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2021-10-30,0,0,1,19,0,0,1,0,4,0,0,4,494.5721753268708,516.2643506537416,472.88,4.38604846957557,-150.57217532687082,30
179,2021-10-30,15:15:00,FS1,Arizona State,Washington State,337000,2021,0,9,,,Pac-12,Pac-12,1,31.5714285714285,18.8571428571428,24.875,25.125,28.34821428571425,21.866071428571402,50.21428571428565,14.5,50.5,5,2,4,4,7,8,3,0,0,0,1,337.0,18,15,33,270,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2021-10-30,0,0,1,15,0,1,0,0,5,0,0,5,388.9754865408485,305.59097308169703,472.36,-21.4369584573795,-51.97548654084852,13
180,2021-10-30,19:00:00,ESPN2,Houston,SMU,332000,2021,0,9,,19.0,AAC,AAC,1,36.2857142857142,17.2857142857142,42.7142857142857,22.7142857142857,29.49999999999995,29.99999999999995,59.4999999999999,3.0,62.5,6,1,7,0,7,7,12,0,0,1,0,332.0,13,10,23,130,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2021-10-30,0,0,1,19,0,0,1,0,4,0,0,4,368.75313569352284,372.9062713870457,364.6,1.126264509103615,-36.753135693522836,9
181,2021-11-02,19:30:00,ESPN2,Toledo,Eastern Michigan,180000,2021,0,10,,,MAC,MAC,1,28.5,18.25,32.75,24.875,26.6875,25.5,52.1875,8.0,51.5,4,4,5,3,8,8,2,0,0,1,0,180.0,10,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021-11-02,0,0,0,19,0,0,1,0,0,0,0,0,460.1022468274168,423.9244936548336,496.28,-7.86298120081847,-280.1022468274168,60
182,2021-11-05,19:30:00,ESPN2,Boston College,Virginia Tech,1215000,2021,0,10,,,ACC,ACC,1,25.625,20.75,24.0,22.375,24.0,22.375,46.375,3.0,45.0,4,4,4,4,8,8,0,0,0,1,0,1215.0,16,23,39,368,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2021-11-05,0,1,0,19,0,0,1,0,0,0,0,0,1030.596542477621,1000.9930849552416,1060.2,-2.872458455101219,184.40345752237909,17
183,2021-11-05,22:30:00,FS1,Stanford,Utah,452000,2021,0,10,,,Pac-12,Pac-12,1,24.875,27.0,33.375,25.25,25.0625,30.1875,55.25,6.5,53.5,3,5,5,3,8,8,0,0,0,0,1,452.0,20,19,39,380,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2021-11-05,0,1,0,22,0,0,0,1,0,0,0,0,766.7529691725343,697.6259383450687,835.88,-9.015554371059856,-314.75296917253434,41
184,2021-11-06,12:00:00,FOX,Nebraska,Ohio State,5328000,2021,0,10,,5.0,Big Ten,Big Ten,1,29.8888888888888,20.3333333333333,47.25,19.25,24.5694444444444,33.79166666666665,58.36111111111105,,,3,6,7,1,9,8,3,1,0,0,0,5328.0,28,50,78,1400,0,1,0,0,0,0,1,0,0,0,1,1,1,1,2021-11-06,0,0,1,12,1,0,0,0,5,0,0,5,4417.627305730429,4686.894611460858,4148.36,6.095292497425999,910.3726942695712,20
185,2021-11-06,19:00:00,ESPN,Alabama,LSU,5000000,2021,0,10,2.0,,SEC,SEC,1,45.875,20.625,30.5,28.75,37.3125,25.5625,62.875,24.5,66.5,7,1,4,4,8,8,6,0,1,0,0,5000.0,50,42,92,2100,0,0,0,0,1,0,1,0,0,1,1,1,1,1,2021-11-06,0,0,1,19,0,0,1,0,4,0,0,4,6309.964902349911,7218.889804699822,5401.04,14.404595214331792,-1309.9649023499114,20
186,2021-11-06,15:30:00,ABC,Purdue,Michigan State,4400000,2021,0,10,,3.0,Big Ten,Big Ten,1,22.875,17.125,34.625,20.5,21.6875,25.875,47.5625,,,5,3,8,0,8,8,10,1,0,0,0,4400.0,18,34,52,612,0,1,0,0,0,0,1,0,0,0,1,1,1,1,2021-11-06,0,0,1,15,0,1,0,0,6,0,0,6,3103.3092317431283,2847.8984634862563,3358.72,-8.230271274429443,1296.6907682568717,41
187,2021-11-06,15:30:00,CBS,Texas A&M,Auburn,3759000,2021,0,10,14.0,13.0,SEC,SEC,1,29.625,16.125,34.875,19.75,24.6875,25.5,50.1875,5.0,48.5,6,2,6,2,8,8,8,1,0,0,0,3759.0,35,40,75,1400,0,0,0,0,1,0,1,0,0,0,0,0,2,2,2021-11-06,0,0,1,15,0,1,0,0,6,0,0,6,5781.595107630014,5621.630215260028,5941.56,-2.766795138574806,-2022.5951076300144,34
188,2021-11-06,19:30:00,ABC,Washington,Oregon,2726000,2021,0,10,,4.0,Pac-12,Pac-12,1,22.75,18.875,36.125,23.25,23.0,27.5,50.5,6.0,49.0,4,4,7,1,8,8,6,1,0,0,0,2726.0,16,21,37,336,0,0,0,1,0,0,1,0,0,0,1,1,1,1,2021-11-06,0,0,1,19,0,0,1,0,4,0,0,4,2113.790088974997,2199.220177949994,2028.36,4.041559728214226,612.2099110250028,28
189,2021-11-06,19:30:00,FOX,Michigan,Indiana,2683000,2021,0,10,7.0,,Big Ten,Big Ten,1,37.125,17.125,22.0,31.625,34.375,19.5625,53.9375,19.5,51.5,7,1,2,6,8,8,2,1,0,0,0,2683.0,44,26,70,1144,0,1,0,0,0,0,1,0,0,0,0,1,1,1,2021-11-06,0,0,1,19,0,0,1,0,4,0,0,4,4300.880157923249,3874.5203958464967,4727.23992,-9.91331416875904,-1617.8801579232486,37
190,2021-11-06,12:00:00,ABC,North Carolina,Wake Forest,2200000,2021,0,10,,9.0,ACC,ACC,1,36.5,30.75,43.375,23.875,30.1875,37.0625,67.25,3.0,76.5,4,4,8,0,8,8,8,1,0,0,0,2200.0,20,15,35,300,1,0,0,0,0,0,1,0,0,0,0,1,1,1,2021-11-06,0,0,1,12,1,0,0,0,5,0,0,5,2094.446344628833,2026.9326892576657,2161.96,-3.2234607271895324,105.55365537116722,5
191,2021-11-06,12:00:00,ESPN,Georgia,Missouri,2186000,2021,0,10,1.0,,SEC,SEC,1,37.875,6.625,34.75,36.0,36.9375,20.6875,57.625,38.5,59.5,8,0,4,4,8,8,8,0,1,0,0,2186.0,40,25,65,1000,0,0,0,0,1,0,1,0,0,1,1,1,1,1,2021-11-06,0,0,1,12,1,0,0,0,5,0,0,5,2973.749784735404,2944.1795694708076,3003.32,-0.9943746920599567,-787.7497847354039,26
192,2021-11-06,15:30:00,NBC,Notre Dame,Navy,1863000,2021,0,10,10.0,,Independent,AAC,0,32.625,24.5,18.125,30.0,31.3125,21.3125,52.625,21.5,47.5,7,1,2,6,8,8,2,1,0,0,0,1863.0,32,27,59,864,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2021-11-06,0,0,1,15,0,1,0,0,6,0,0,6,2921.576085627123,2883.832171254246,2959.32,-1.2919024960041465,-1058.5760856271231,36
193,2021-11-06,15:30:00,FOX,TCU,Baylor,1807000,2021,0,10,,12.0,Big 12,Big 12,1,31.5,31.5,37.375,19.375,25.4375,34.4375,59.875,7.0,60.5,3,5,7,1,8,8,4,1,0,0,0,1807.0,19,19,38,361,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2021-11-06,0,0,1,15,0,1,0,0,6,0,0,6,1824.8075271813968,2209.9350543627934,1439.68,21.105104042192647,-17.807527181396836,0
194,2021-11-06,22:30:00,ESPN,Arizona State,USC,1608000,2021,0,10,,,Pac-12,Pac-12,1,30.25,20.75,31.25,28.625,29.4375,26.0,55.4375,7.5,59.5,5,3,4,4,8,8,2,0,1,0,0,1608.0,18,22,40,396,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2021-11-06,0,0,1,22,0,0,0,1,2,0,0,2,1524.6171490657998,1415.4343781315997,1633.79992,-7.16132381175833,83.38285093420018,5
195,2021-11-06,19:00:00,ESPN2,Kentucky,Tennessee,1478000,2021,0,10,18.0,,SEC,SEC,1,27.0,20.75,37.375,26.5,26.75,29.0625,55.8125,3.5,58.5,6,2,4,4,8,8,4,0,0,1,0,1478.0,21,31,52,651,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2021-11-06,0,0,1,19,0,0,1,0,4,0,0,4,1185.8147073309146,1345.8694546618292,1025.75996,13.497450009805748,292.18529266908536,24
196,2021-11-06,11:30:00,CBS,Air Force,Army,1444000,2021,0,10,,,Mt. West,Independent,0,29.25,16.75,34.5714285714285,27.7142857142857,28.48214285714285,25.66071428571425,54.142857142857096,3.0,39.0,6,2,4,3,8,7,5,1,0,0,0,1444.0,10,31,41,310,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021-11-06,0,0,1,11,1,0,0,0,5,0,0,5,1901.8098511645455,2072.7797423290913,1730.8399599999998,8.98985201174843,-457.80985116454553,24
197,2021-11-06,15:30:00,ESPN,West Virginia,Oklahoma State,1140000,2021,0,10,,11.0,Big 12,Big 12,1,29.625,22.875,29.375,18.0,23.8125,26.125,49.9375,,,4,4,7,1,8,8,6,0,1,0,0,1140.0,15,20,35,300,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2021-11-06,0,0,1,15,0,1,0,0,6,0,0,6,1541.6010480976788,1330.6820961953574,1752.52,-13.681811656951925,-401.6010480976788,26
