,Dateformat,Time,Network,Home,Away,Viewers,Year,Postseason,Week,Home Rank,Away Rank,HomeConf,AwayConf,FBSConfGame,HomeOff,HomeDef,AwayOff,AwayDef,HomePred,AwayPred,OUPred,Line,OULine,HomeWins,HomeLosses,AwayWins,AwayLosses,HomeGames,AwayGames,RecDifferentials,TV_OTA,TV_ESPN,TV_Cable_ESPN2,TV_Cable_FS1,ViewersK,HomeBin,AwayBin,AddBin,MultBin,HasACC,HasBigTen,HasBig12,HasPac12,HasSEC,HasFCS,A5vA5,A5vG5,G5vG5,Top2,Top5,Top10,Top15,Top25,Real date,OnThursday,OnFriday,OnSaturday,Hour,EarlyAfternoon,LateAfternoon,PrimeTime,LatePrime,Window_A_Games,Window_B_Games,Window_C_Games,Games_In_Window,pred,pred_gbr,pred_etr,pred_model_diff,diff,diffpct
86,2021-10-02,15:30:00,CBS,Alabama,Mississippi,4792000,2021,0,5,1.0,,SEC,SEC,1,46.5,17.5,52.6666666666666,20.6666666666666,33.5833333333333,35.0833333333333,68.6666666666666,16.5,75.5,4,0,3,0,4,3,7,1,0,0,0,4792.0,50,28,78,1400,0,0,0,0,1,0,1,0,0,1,1,1,1,1,2021-10-02,0,0,1,15,0,1,0,0,4,0,0,4,5424.684311737286,5253.568623474573,5595.8,-3.154389793567784,-632.6843117372864,11
87,2021-10-02,12:00:00,FOX,Wisconsin,Michigan,4313000,2021,0,5,,14.0,Big Ten,Big Ten,1,19.0,21.3333333333333,40.25,11.75,15.375,30.79166666666665,46.16666666666665,4.5,43.5,1,2,4,0,3,4,3,1,0,0,0,4313.0,32,44,76,1408,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2021-10-02,0,0,1,12,1,0,0,0,4,0,0,4,4585.192013036345,4465.37074607269,4705.01328,-2.6132224478928325,-272.1920130363451,5
88,2021-10-02,19:30:00,ABC,Penn State,Indiana,3996000,2021,0,5,4.0,,Big Ten,Big Ten,1,31.5,15.0,29.75,29.25,30.375,22.375,52.75,10.5,51.5,4,0,2,2,4,4,4,1,0,0,0,3996.0,29,26,55,754,0,1,0,0,0,0,1,0,0,0,1,1,1,1,2021-10-02,0,0,1,19,0,0,1,0,3,0,0,3,3976.3308523250325,3421.1817446500654,4531.47996,-13.961340952057885,19.669147674967462,0
89,2021-10-02,12:00:00,ESPN,Georgia,Arkansas,3845000,2021,0,5,2.0,8.0,SEC,SEC,1,42.0,5.75,35.75,14.5,28.25,20.75,49.0,18.5,48.5,4,0,4,0,4,4,8,0,1,0,0,3845.0,40,28,68,1120,0,0,0,0,1,0,1,0,0,1,1,2,2,2,2021-10-02,0,0,1,12,1,0,0,0,4,0,0,4,5393.101336628799,4989.442753257598,5796.7599199999995,-7.484720908721615,-1548.101336628799,28
90,2021-10-02,14:30:00,NBC,Notre Dame,Cincinnati,3805000,2021,0,5,9.0,7.0,Independent,AAC,0,35.25,23.25,43.0,15.0,25.125,33.125,58.25,,,4,0,3,0,4,3,7,1,0,0,0,3805.0,32,15,47,480,0,0,0,0,0,0,0,0,1,0,0,2,2,2,2021-10-02,0,0,1,14,1,0,0,0,4,0,0,4,5477.513480683291,5055.386961366582,5899.64,-7.7065354709825575,-1672.5134806832912,30
91,2021-10-02,21:00:00,ESPN,LSU,Auburn,3791000,2021,0,5,,22.0,SEC,SEC,1,34.5,22.75,44.0,15.5,25.0,33.375,58.375,3.5,52.5,3,1,3,1,4,4,4,0,1,0,0,3791.0,42,40,82,1680,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2021-10-02,0,0,1,21,0,0,0,1,1,0,0,1,3959.755242362491,3613.230484724982,4306.28,-8.751166080425802,-168.75524236249112,4
92,2021-10-02,18:00:00,ESPN,Kentucky,Florida,3063000,2021,0,5,,10.0,SEC,SEC,1,31.0,17.75,36.0,19.75,25.375,26.875,52.25,7.5,54.5,4,0,3,1,4,4,6,0,1,0,0,3063.0,21,37,58,777,0,0,0,0,1,0,1,0,0,0,0,1,1,1,2021-10-02,0,0,1,18,0,0,1,0,3,0,0,3,2813.359393698053,2972.1187873961057,2654.6,5.6430541385389725,249.64060630194717,8
93,2021-10-02,15:30:00,ABC,Stanford,Oregon,2641000,2021,0,5,,3.0,Pac-12,Pac-12,1,28.5,27.5,38.75,19.5,24.0,33.125,57.125,7.0,58.5,2,2,4,0,4,4,4,1,0,0,0,2641.0,20,21,41,420,0,0,0,1,0,0,1,0,0,0,1,1,1,1,2021-10-02,0,0,1,15,0,1,0,0,4,0,0,4,2410.1094657135336,2365.0189714270673,2455.19996,-1.8708898881120688,230.8905342864664,9
94,2021-10-02,15:30:00,FOX,Kansas State,Oklahoma,2616000,2021,0,5,,6.0,Big 12,Big 12,1,28.25,19.5,38.75,16.0,22.125,29.125,51.25,,,3,1,4,0,4,4,6,1,0,0,0,2616.0,11,28,39,308,0,0,1,0,0,0,1,0,0,0,0,1,1,1,2021-10-02,0,0,1,15,0,1,0,0,4,0,0,4,2261.8151237297684,2412.950287459537,2110.67996,6.68202993888131,354.1848762702316,15
95,2021-10-02,12:00:00,ABC,TCU,Texas,2384000,2021,0,5,,,Big 12,Big 12,1,37.6666666666666,25.6666666666666,46.75,23.25,30.4583333333333,36.2083333333333,66.6666666666666,0.0,65.5,2,1,3,1,3,4,3,1,0,0,0,2384.0,19,25,44,475,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2021-10-02,0,0,1,12,1,0,0,0,4,0,0,4,2797.0165781174455,2742.473196234891,2851.55996,-1.9500557239909309,-413.01657811744553,14
96,2021-10-02,19:00:00,ESPN2,Oklahoma State,Baylor,995000,2021,0,5,19.0,21.0,Big 12,Big 12,1,25.75,19.75,42.75,15.75,20.75,31.25,52.0,3.5,49.5,4,0,4,0,4,4,8,0,0,1,0,995.0,20,19,39,380,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2021-10-02,0,0,1,19,0,0,1,0,3,0,0,3,1351.585313639534,1382.1706272790677,1321.0,2.2629214250023235,-356.585313639534,26
97,2021-10-02,22:30:00,FS1,UCLA,Arizona State,673000,2021,0,5,20.0,,Pac-12,Pac-12,1,38.5,25.25,32.5,16.0,27.25,28.875,56.125,3.5,54.5,3,1,3,1,4,4,4,0,0,0,1,673.0,19,18,37,342,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2021-10-02,0,0,1,22,0,0,0,1,1,0,0,1,747.7079118837041,801.9758237674083,693.44,7.257902587520669,-74.70791188370413,9
98,2021-10-02,15:30:00,ESPN2,West Virginia,Texas Tech,666000,2021,0,5,,,Big 12,Big 12,1,32.5,16.75,38.75,33.5,33.0,27.75,60.75,7.0,57.0,2,2,3,1,4,4,2,0,0,1,0,666.0,15,14,29,210,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2021-10-02,0,0,1,15,0,1,0,0,4,0,0,4,616.9046987071532,583.5293974143065,650.28,-5.410122724432372,49.095301292846784,7
99,2021-10-02,12:00:00,ESPN2,North Carolina,Duke,303000,2021,0,5,,,ACC,ACC,1,37.5,29.5,38.75,26.0,31.75,34.125,65.875,16.0,70.0,2,2,3,1,4,4,2,0,0,1,0,303.0,20,14,34,280,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2021-10-02,0,0,1,12,1,0,0,0,4,0,0,4,511.792496652149,517.584993304298,506.0,1.1318057005603182,-208.792496652149,40
100,2021-10-02,19:00:00,FS1,Iowa State,Kansas,262000,2021,0,5,,,Big 12,Big 12,1,27.5,17.75,19.75,40.0,33.75,18.75,52.5,,,2,2,1,3,4,4,-2,0,0,0,1,262.0,12,10,22,120,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2021-10-02,0,0,1,19,0,0,1,0,3,0,0,3,363.2311865263787,405.74237305275733,320.72,11.70361689835005,-101.23118652637868,27
101,2021-10-02,15:30:00,FS1,Boise State,Nevada,197000,2021,0,5,,,Mt. West,Mt. West,1,33.0,18.25,29.3333333333333,21.6666666666666,27.3333333333333,23.79166666666665,51.12499999999995,5.5,55.5,2,2,2,1,4,3,1,0,0,0,1,197.0,10,10,20,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021-10-02,0,0,1,15,0,1,0,0,4,0,0,4,137.61096740202507,93.10193480405015,182.12,-32.34410268183315,59.38903259797493,43
102,2021-10-07,19:30:00,ESPN,Tulane,Houston,464000,2021,0,6,,,AAC,AAC,1,35.0,40.2,36.6,15.0,25.0,38.400000000000006,63.400000000000006,4.0,65.5,1,4,4,1,5,5,0,0,1,0,0,464.0,10,13,23,130,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021-10-07,1,0,0,19,0,0,1,0,0,0,0,0,732.3354377068758,832.7508754137517,631.92,13.711672621128585,-268.33543770687584,36
103,2021-10-08,22:30:00,ESPN,Arizona State,Stanford,1134000,2021,0,6,22.0,,Pac-12,Pac-12,1,34.4,17.4,29.0,26.8,30.6,23.2,53.8,8.5,52.0,4,1,3,2,5,5,4,0,1,0,0,1134.0,18,20,38,360,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2021-10-08,0,1,0,22,0,0,0,1,0,0,0,0,1552.5252114787772,1489.4105429575543,1615.6398800000002,-4.0652910532194415,-418.52521147877724,26
104,2021-10-08,19:00:00,ESPN,Cincinnati,Temple,1111000,2021,0,6,5.0,,AAC,AAC,1,38.25,14.5,27.4,30.2,34.225,20.95,55.175,28.5,54.5,4,0,3,2,4,5,5,0,1,0,0,1111.0,15,16,31,240,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2021-10-08,0,1,0,19,0,0,1,0,0,0,0,0,1653.8287865649236,1490.4575731298473,1817.2,-9.878363151146116,-542.8287865649236,32
105,2021-10-09,20:00:00,CBS,Texas A&M,Alabama,8334000,2021,0,6,,1.0,SEC,SEC,1,23.4,12.6,45.6,18.2,20.799999999999997,29.1,49.9,,,3,2,5,0,5,5,6,1,0,0,0,8334.0,35,50,85,1750,0,0,0,0,1,0,1,0,0,1,1,1,1,1,2021-10-09,0,0,1,20,0,0,1,0,3,0,0,3,5760.889421843662,5216.178843687322,6305.6,-9.45532084144769,2573.1105781563383,44
106,2021-10-09,16:00:00,FOX,Iowa,Penn State,6904000,2021,0,6,3.0,4.0,Big Ten,Big Ten,1,33.2,11.6,30.0,12.0,22.6,20.8,43.400000000000006,2.5,43.0,5,0,5,0,5,5,10,1,0,0,0,6904.0,21,29,50,609,0,1,0,0,0,0,1,0,0,0,2,2,2,2,2021-10-09,0,0,1,16,0,1,0,0,4,0,0,4,6837.45716326496,5968.39436652992,7706.5199600000005,-12.710321629569862,66.5428367350396,0
107,2021-10-09,12:00:00,ABC,Texas,Oklahoma,5940000,2021,0,6,21.0,6.0,Big 12,Big 12,1,43.8,24.0,38.4,19.0,31.4,31.2,62.599999999999994,3.5,64.5,4,1,5,0,5,5,8,1,0,0,0,5940.0,25,28,53,700,0,0,1,0,0,0,1,0,0,0,0,1,1,2,2021-10-09,0,0,1,12,1,0,0,0,4,0,0,4,4982.704753622564,4404.489507245126,5560.92,-11.604445275571635,957.2952463774363,19
108,2021-10-09,19:30:00,ABC,Nebraska,Michigan,4629000,2021,0,6,,9.0,Big Ten,Big Ten,1,32.3333333333333,15.5,39.8,12.8,22.56666666666665,27.65,50.21666666666665,6.5,52.5,3,3,5,0,6,5,5,1,0,0,0,4629.0,28,44,72,1232,0,1,0,0,0,0,1,0,0,0,0,1,1,1,2021-10-09,0,0,1,19,0,0,1,0,3,0,0,3,5156.297841349729,4873.915682699458,5438.68,-5.476451658509199,-527.2978413497294,10
109,2021-10-09,15:30:00,CBS,Auburn,Georgia,4581000,2021,0,6,18.0,2.0,SEC,SEC,1,40.0,16.2,41.0,4.6,22.3,28.6,50.900000000000006,16.5,45.0,4,1,5,0,5,5,8,1,0,0,0,4581.0,40,40,80,1600,0,0,0,0,1,0,1,0,0,1,1,1,1,2,2021-10-09,0,0,1,15,0,1,0,0,4,0,0,4,5887.760061487605,5462.36012297521,6313.16,-7.225157514399679,-1306.7600614876046,22
110,2021-10-09,12:00:00,FOX,Ohio State,Maryland,2788000,2021,0,6,7.0,,Big Ten,Big Ten,1,45.0,21.2,32.6,21.6,33.3,26.9,60.199999999999996,20.5,69.5,4,1,4,1,5,5,6,1,0,0,0,2788.0,50,20,70,1000,0,1,0,0,0,0,1,0,0,0,0,1,1,1,2021-10-09,0,0,1,12,1,0,0,0,4,0,0,4,4045.1696584157735,4158.8993168315465,3931.44,2.811492916722648,-1257.1696584157735,31
111,2021-10-09,15:30:00,ABC,BYU,Boise State,2244000,2021,0,6,10.0,,Independent,Mt. West,0,29.2,19.4,32.6,22.8,26.0,26.0,52.0,1.0,55.5,5,0,2,3,5,5,4,1,0,0,0,2244.0,14,10,24,140,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2021-10-09,0,0,1,15,0,1,0,0,4,0,0,4,1849.098184629589,1711.556369259178,1986.64,-7.4383186633198415,394.901815370411,21
112,2021-10-09,12:00:00,ESPN,Mississippi,Arkansas,2230000,2021,0,6,,13.0,SEC,SEC,1,44.75,26.0,28.6,19.0,31.875,27.3,59.175,7.0,64.5,3,1,4,1,4,5,5,0,1,0,0,2230.0,28,28,56,784,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2021-10-09,0,0,1,12,1,0,0,0,4,0,0,4,2375.8547682467965,2217.629536493593,2534.08,-6.659718172502682,-145.85476824679654,6
113,2021-10-09,20:00:00,FOX,USC,Utah,1376000,2021,0,6,,,Pac-12,Pac-12,1,33.4,24.4,28.0,22.25,27.825,26.2,54.025,4.0,49.5,3,2,2,2,5,4,1,1,0,0,0,1376.0,22,19,41,418,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2021-10-09,0,0,1,20,0,0,1,0,3,0,0,3,2548.23677185028,2393.6736237005603,2702.7999200000004,-6.065493986160926,-1172.23677185028,46
114,2021-10-09,15:30:00,ESPN,North Carolina,Florida State,1073000,2021,0,6,,,ACC,ACC,1,37.6,25.0,25.0,31.4,34.5,25.0,59.5,17.0,64.5,3,2,1,4,5,5,-2,0,1,0,0,1073.0,20,32,52,640,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2021-10-09,0,0,1,15,0,1,0,0,4,0,0,4,1959.2599142992751,1979.4398285985503,1939.08,1.0299763779167859,-886.2599142992751,45
115,2021-10-09,22:30:00,ESPN,Arizona,UCLA,799000,2021,0,6,,,Pac-12,Pac-12,1,17.0,31.0,35.4,28.6,22.8,33.2,56.0,16.5,60.5,0,4,3,2,4,5,-3,0,1,0,0,799.0,15,19,34,285,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2021-10-09,0,0,1,22,0,0,0,1,0,0,0,0,1270.6665432539298,1182.6533665078593,1358.67972,-6.926536093465225,-471.66654325392983,37
116,2021-10-09,12:00:00,ESPN2,Tennessee,South Carolina,795000,2021,0,6,,,SEC,SEC,1,40.8,21.8,22.4,17.4,29.099999999999998,22.1,51.2,10.0,52.5,3,2,3,2,5,5,2,0,0,1,0,795.0,31,25,56,775,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2021-10-09,0,0,1,12,1,0,0,0,4,0,0,4,1297.2558373290574,1236.5917946581146,1357.9198800000001,-4.676336072292804,-502.2558373290574,38
117,2021-10-09,19:00:00,ESPN,Texas Tech,TCU,625000,2021,0,6,,,Big 12,Big 12,1,35.6,30.8,35.0,27.25,31.425,32.9,64.325,,,4,1,2,2,5,4,3,0,1,0,0,625.0,14,19,33,266,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2021-10-09,0,0,1,19,0,0,1,0,3,0,0,3,1412.3809488376996,1268.4818976753995,1556.28,-10.188402164495356,-787.3809488376996,55
118,2021-10-09,15:30:00,ESPN2,Syracuse,Wake Forest,509000,2021,0,6,,19.0,ACC,ACC,1,30.4,20.8,38.4,18.2,24.299999999999997,29.6,53.9,,,3,2,5,0,5,5,6,0,0,1,0,509.0,20,15,35,300,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2021-10-09,0,0,1,15,0,1,0,0,4,0,0,4,671.8572398054805,657.5144796109608,686.2,-2.1347928316843303,-162.8572398054805,24
119,2021-10-09,12:00:00,FS1,Baylor,West Virginia,456000,2021,0,6,,,Big 12,Big 12,1,37.0,17.4,30.0,18.0,27.5,23.7,51.2,3.0,44.0,4,1,2,3,5,5,2,0,0,0,1,456.0,19,15,34,285,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2021-10-09,0,0,1,12,1,0,0,0,4,0,0,4,531.6671494860584,501.53429897211686,561.8,-5.667615639422105,-75.6671494860584,14
120,2021-10-12,19:30:00,ESPN2,Louisiana,Appalachian State,428000,2021,0,7,,,Sun Belt,Sun Belt,1,28.4,22.8,35.2,20.0,24.2,29.0,53.2,,,4,1,4,1,5,5,6,0,0,1,0,428.0,10,10,20,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021-10-12,0,0,0,19,0,0,1,0,0,0,0,0,484.92972819661793,457.93945639323584,511.92,-5.565810927648203,-56.92972819661793,11
121,2021-10-14,19:30:00,ESPN,Memphis,Navy,514000,2021,0,7,,,AAC,AAC,1,36.0,32.6666666666666,17.6,32.2,34.1,25.1333333333333,59.233333333333306,7.5,55.5,3,3,1,4,6,5,-3,0,1,0,0,514.0,12,27,39,324,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021-10-14,1,0,0,19,0,0,1,0,0,0,0,0,1120.5232736103114,1269.206547220623,971.84,13.269092852596973,-606.5232736103114,54
122,2021-10-15,19:00:00,ESPN,Syracuse,Clemson,2115000,2021,0,7,,,ACC,ACC,1,31.5,24.0,21.2,12.2,21.85,22.6,44.45,13.5,45.5,3,3,3,2,6,5,1,0,1,0,0,2115.0,20,31,51,620,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2021-10-15,0,1,0,19,0,0,1,0,0,0,0,0,2810.02892526922,2364.53785053844,3255.52,-15.85361170928512,-695.02892526922,24
123,2021-10-15,22:30:00,ESPN,Oregon,California,1446000,2021,0,7,9.0,,Pac-12,Pac-12,1,35.8,21.8,24.2,27.6,31.7,23.0,54.7,16.5,55.5,4,1,1,4,5,5,0,0,1,0,0,1446.0,21,11,32,231,0,0,0,1,0,0,1,0,0,0,0,1,1,1,2021-10-15,0,1,0,22,0,0,0,1,0,0,0,0,1837.2062907524457,1720.8525815048915,1953.56,-6.333186960725048,-391.20629075244574,21
124,2021-10-16,15:30:00,CBS,Georgia,Kentucky,6369000,2021,0,7,1.0,11.0,SEC,SEC,1,39.8333333333333,5.5,31.0,17.5,28.66666666666665,18.25,46.91666666666665,25.5,44.5,6,0,6,0,6,6,12,1,0,0,0,6369.0,40,21,61,840,0,0,0,0,1,0,1,0,0,1,1,1,2,2,2021-10-16,0,0,1,15,0,1,0,0,3,0,0,3,5175.50203363662,4733.12406727324,5617.88,-8.547537291808165,1193.4979663633803,23
125,2021-10-16,19:00:00,ESPN,Mississippi State,Alabama,3526000,2021,0,7,,5.0,SEC,SEC,1,27.8,25.0,44.3333333333333,22.0,24.9,34.66666666666665,59.56666666666665,,,3,2,5,1,5,6,5,0,1,0,0,3526.0,25,50,75,1250,0,0,0,0,1,0,1,0,0,0,1,1,1,1,2021-10-16,0,0,1,19,0,0,1,0,3,0,0,3,3816.0278749759427,3642.095749951885,3989.96,-4.557936438688988,-290.0278749759427,7
126,2021-10-16,15:30:00,ABC,Iowa,Purdue,3446000,2021,0,7,2.0,,Big Ten,Big Ten,1,31.5,13.0,23.6,15.4,23.45,18.3,41.75,13.5,42.0,6,0,3,2,6,5,7,1,0,0,0,3446.0,21,18,39,378,0,1,0,0,0,0,1,0,0,1,1,1,1,1,2021-10-16,0,0,1,15,0,1,0,0,3,0,0,3,2747.7444035054996,2605.448847010998,2890.0399600000005,-5.17863147361757,698.2555964945004,25
127,2021-10-16,19:30:00,ABC,Oklahoma,TCU,3434000,2021,0,7,4.0,,Big 12,Big 12,1,41.1666666666666,23.8333333333333,38.4,28.0,34.5833333333333,31.11666666666665,65.69999999999995,12.0,64.5,6,0,3,2,6,5,7,1,0,0,0,3434.0,28,19,47,532,0,0,1,0,0,0,1,0,0,0,1,1,1,1,2021-10-16,0,0,1,19,0,0,1,0,3,0,0,3,3710.138175554268,3285.516351108536,4134.76,-11.444905940256431,-276.13817555426795,7
128,2021-10-16,12:00:00,FOX,Texas,Oklahoma State,3129000,2021,0,7,25.0,12.0,Big 12,Big 12,1,44.5,29.1666666666666,25.4,18.6,31.55,27.2833333333333,58.8333333333333,6.5,60.0,4,2,5,0,6,5,7,1,0,0,0,3129.0,25,20,45,500,0,0,1,0,0,0,1,0,0,0,0,0,1,2,2021-10-16,0,0,1,12,1,0,0,0,5,0,0,5,3698.838203454015,3408.31640690803,3989.36,-7.854406723567761,-569.838203454015,15
129,2021-10-16,12:00:00,ESPN,LSU,Florida,2926000,2021,0,7,,20.0,SEC,SEC,1,29.6666666666666,26.1666666666666,33.1666666666666,16.5,23.0833333333333,29.6666666666666,52.7499999999999,5.0,57.5,3,3,4,2,6,6,2,0,1,0,0,2926.0,42,37,79,1554,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2021-10-16,0,0,1,12,1,0,0,0,5,0,0,5,3547.876927123915,3171.4738542478294,3924.28,-10.609248308430372,-621.8769271239148,17
130,2021-10-16,12:00:00,CBS,Arkansas,Auburn,2404000,2021,0,7,17.0,,SEC,SEC,1,32.3333333333333,24.5,35.0,19.1666666666666,25.74999999999995,29.75,55.49999999999995,3.5,52.5,4,2,4,2,6,6,4,1,0,0,0,2404.0,28,40,68,1120,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2021-10-16,0,0,1,12,1,0,0,0,5,0,0,5,3572.3819355492333,3667.003871098467,3477.76,2.6487071443184225,-1168.3819355492333,32
131,2021-10-16,20:30:00,FOX,Washington,UCLA,1532000,2021,0,7,,,Pac-12,Pac-12,1,24.8,19.6,35.1666666666666,26.5,25.65,27.3833333333333,53.0333333333333,1.5,53.5,2,3,4,2,5,6,1,1,0,0,0,1532.0,16,19,35,304,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2021-10-16,0,0,1,20,0,0,1,0,3,0,0,3,1911.6657446320833,2022.5314892641666,1800.8,5.799431461456688,-379.66574463208326,19
132,2021-10-16,15:30:00,ESPN,Baylor,BYU,1440000,2021,0,7,,19.0,Big 12,Independent,0,38.3333333333333,17.8333333333333,27.1666666666666,20.5,29.41666666666665,22.49999999999995,51.9166666666666,1.0,47.5,5,1,5,1,6,6,8,0,1,0,0,1440.0,19,14,33,266,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2021-10-16,0,0,1,15,0,1,0,0,3,0,0,3,1493.8333470592975,1287.186694118595,1700.48,-13.833313692420857,-53.833347059297466,3
133,2021-10-16,22:00:00,ESPN,Utah,Arizona State,1393000,2021,0,7,,18.0,Pac-12,Pac-12,1,30.8,23.0,33.3333333333333,16.1666666666666,23.4833333333333,28.16666666666665,51.64999999999995,1.5,51.5,3,2,5,1,5,6,5,0,1,0,0,1393.0,19,18,37,342,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2021-10-16,0,0,1,22,0,0,0,1,1,0,0,1,1419.7059520545763,1425.7320641091528,1413.67984,0.4244619842479005,-26.7059520545763,1
134,2021-10-16,12:00:00,ABC,Cincinnati,UCF,1374000,2021,0,7,3.0,,AAC,AAC,1,41.0,12.2,36.8,27.4,34.2,24.5,58.7,19.5,56.0,5,0,3,2,5,5,6,1,0,0,0,1374.0,15,13,28,195,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2021-10-16,0,0,1,12,1,0,0,0,5,0,0,5,1996.5506536094488,1730.4213072188977,2262.68,-13.329456275473461,-622.5506536094488,31
135,2021-10-16,12:00:00,FS1,Indiana,Michigan State,1276000,2021,0,7,,10.0,Big Ten,Big Ten,1,23.8,28.2,36.6666666666666,19.3333333333333,21.56666666666665,32.4333333333333,53.99999999999995,,,2,3,6,0,5,6,5,0,0,0,1,1276.0,26,34,60,884,0,1,0,0,0,0,1,0,0,0,0,1,1,1,2021-10-16,0,0,1,12,1,0,0,0,5,0,0,5,1801.049454339168,1886.2989086783361,1715.8,4.7333211275115925,-525.049454339168,29
136,2021-10-16,12:00:00,ESPN2,Minnesota,Nebraska,1062000,2021,0,7,,,Big Ten,Big Ten,1,24.4,19.6,31.8571428571428,17.8571428571428,21.128571428571398,25.7285714285714,46.8571428571428,2.5,47.0,3,2,3,4,5,7,0,0,0,1,0,1062.0,20,28,48,560,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2021-10-16,0,0,1,12,1,0,0,0,5,0,0,5,780.1856905183367,788.2913810366733,772.08,1.0389437561910955,281.81430948166326,36
137,2021-10-16,15:30:00,ESPN2,Virginia Tech,Pittsburgh,640000,2021,0,7,,,ACC,ACC,1,24.6,18.6,52.4,22.6,23.6,35.5,59.1,,,3,2,4,1,5,5,4,0,0,1,0,640.0,23,20,43,460,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2021-10-16,0,0,1,15,0,1,0,0,3,0,0,3,839.5448950962849,909.0097901925698,770.08,8.274113213244915,-199.5448950962849,23
138,2021-10-16,19:30:00,ESPN2,Kansas State,Iowa State,608000,2021,0,7,,,Big 12,Big 12,1,28.8,23.0,33.8,15.6,22.2,28.4,50.599999999999994,,,3,2,3,2,5,5,2,0,0,1,0,608.0,11,12,23,132,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2021-10-16,0,0,1,19,0,0,1,0,3,0,0,3,609.3528313770953,624.8256627541906,593.88,2.539223678033591,-1.352831377095299,0
139,2021-10-16,21:00:00,FS1,Boise State,Air Force,289000,2021,0,7,,,Mt. West,Mt. West,1,31.5,21.8333333333333,32.6666666666666,16.1666666666666,23.8333333333333,27.24999999999995,51.08333333333325,6.0,50.5,3,3,5,1,6,6,4,0,0,0,1,289.0,10,10,20,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021-10-16,0,0,1,21,0,0,0,1,1,0,0,1,241.10185526908566,335.28371053817136,146.92,39.063098524883806,47.89814473091434,19
140,2021-10-20,19:30:00,ESPN2,Appalachian State,Coastal Carolina,804000,2021,0,8,,14.0,Sun Belt,Sun Belt,1,31.5,23.5,48.8333333333333,15.0,23.25,36.16666666666665,59.41666666666665,,,4,2,6,0,6,6,8,0,0,1,0,804.0,10,10,20,100,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2021-10-20,0,0,0,19,0,0,1,0,0,0,0,0,568.2939518137364,605.6679036274729,530.92,6.576517609320984,235.70604818626362,41
141,2021-10-21,19:30:00,ESPN,SMU,Tulane,392000,2021,0,8,21.0,,AAC,AAC,1,40.6666666666666,22.1666666666666,32.8333333333333,40.1666666666666,40.4166666666666,27.49999999999995,67.91666666666654,14.5,70.5,6,0,1,5,6,6,2,0,1,0,0,392.0,10,10,20,100,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2021-10-21,1,0,0,19,0,0,1,0,0,0,0,0,974.4072413600455,974.614482720091,974.2,0.021268454425300235,-582.4072413600455,59
142,2021-10-22,19:00:00,ESPN2,UCF,Memphis,793000,2021,0,8,,,AAC,AAC,1,34.1666666666666,32.1666666666666,35.8571428571428,30.4285714285714,32.297619047619,34.0119047619047,66.30952380952371,3.0,64.5,3,3,4,3,6,7,1,0,0,1,0,793.0,13,12,25,156,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021-10-22,0,1,0,19,0,0,1,0,0,0,0,0,673.3589056123285,651.797811224657,694.92,-3.2020211224598825,119.6410943876715,17
